Phylum	Class	Order	Family	Genus	Species	Baltimore	Baltimore Group
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Gequatrovirus	Escherichia virus Talmos	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Escherichia virus phiX174	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Bdellomicrovirus	Bdellovibrio virus MAC1	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Bdellomicrovirus	Bdellovibrio virus MH2K	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydia virus Chp1	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydia virus Chp2	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydia virus CPAR39	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydia virus CPG1	ssDNA	II
Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Spiromicrovirus	Spiroplasma virus SpV4	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Babuvirus	Abaca bunchy top virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Babuvirus	Banana bunchy top virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Black medic leaf roll virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Faba bean yellow leaf virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Milk vetch dwarf virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Pea yellow stunt virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Subterranean clover stunt virus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae		Coconut foliar decay virus	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Aquambidensovirus	Asteroid aquambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Aquambidensovirus	Decapod aquambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Blattambidensovirus	Blattodean blattambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hemiambidensovirus	Hemipteran hemiambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hemiambidensovirus	Hemipteran hemiambidensovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 5	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Miniambidensovirus	Orthopteran miniambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Pefuambidensovirus	Blattodean pefuambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoambidensovirus	Dipteran protoambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoambidensovirus	Lepidopteran protoambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Scindoambidensovirus	Hemipteran scindoambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Scindoambidensovirus	Hymenopteran scindoambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Scindoambidensovirus	Orthopteran scindoambidensovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevihamaparvovirus	Dipteran brevihamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevihamaparvovirus	Dipteran brevihamaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Carnivore chaphamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Chiropteran chaphamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Galliform chaphamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Galliform chaphamaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Galliform chaphamaparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Rodent chaphamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Rodent chaphamaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Chaphamaparvovirus	Ungulate chaphamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepanhamaparvovirus	Decapod hepanhamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Ichthamaparvovirus	Syngnathid ichthamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Penstylhamaparvovirus	Decapod penstylhamaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 5	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Artiparvovirus	Chiropteran artiparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Aveparvovirus	Galliform aveparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Aveparvovirus	Gruiform aveparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 5	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 6	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Lagomorph bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Pinniped bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Pinniped bocaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Rodent bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Rodent bocaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 5	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 6	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 7	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 8	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Pinniped copiparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 5	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 6	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus B	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Anseriform dependoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Avian dependoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Chiropteran dependoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Pinniped dependoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Rodent dependoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Rodent dependoparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Squamate dependoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Squamate dependoparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Pinniped erythroparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Rodent erythroparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Ungulate erythroparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Loriparvovirus	Primate loriparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Chiropteran protoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Eulipotyphla protoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Primate protoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Primate protoparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Primate protoparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Primate protoparvovirus 4	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Ungulate protoparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Ungulate protoparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Chiropteran tetraparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Primate tetraparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 1	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 2	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 3	ssDNA	II
Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 4	ssDNA	II
Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Plectrovirus	Acholeplasma virus L51	ssDNA	II
Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Suturavirus	Spiroplasma virus SVTS2	ssDNA	II
Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus C74	ssDNA	II
Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus R8A2B	ssDNA	II
Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Vespertiliovirus	Spiroplasma virus SkV1CR23x	ssDNA	II
Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Brisavirus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Bovismacovirus	Bovine associated bovismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Bovismacovirus	Bovine associated bovismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Bovismacovirus	Dragonfly associated bovismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Cosmacovirus	Bovine associated cosmacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Dragsmacovirus	Dragonfly associated dragsmacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Drosmacovirus	Bovine associated drosmacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Drosmacovirus	Camel associated drosmacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Drosmacovirus	Camel associated drosmacovirus2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Bovine associated huchismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Bovine associated huchismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Chicken associated huchismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Chicken associated huchismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Human associated huchismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Human associated huchismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus	Human associated huchismacovirus 3	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Bovine associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 3	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Camel associated porprismacovirus 4	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Chimpanzee associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Chimpanzee associated porprismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Gorilla associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Howler monkey associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Human associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Human associated porprismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Lemur associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 3	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 4	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 5	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 6	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 7	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 8	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 9	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porcine associated porprismacovirus 10	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Rat associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Sheep associated porprismacovirus 1	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Sheep associated porprismacovirus 2	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Sheep associated porprismacovirus 3	ssDNA	II
Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Turkey associated porprismacovirus 1	ssDNA	II
			Tolecusatellitidae	Betasatellite	Ageratum leaf curl Buea betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Ageratum leaf curl Cameroon betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Ageratum yellow leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Ageratum yellow vein betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Ageratum yellow vein India betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Ageratum yellow vein Sri Lanka betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Alternanthera yellow vein betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Andrographis yellow vein leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Bhendi yellow vein mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Cardiospermum yellow leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Chili leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Chili leaf curl Jaunpur betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Chili leaf curl Sri Lanka betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Cotton leaf curl Gezira betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Cotton leaf curl Multan betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Croton yellow vein mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Eupatorium yellow vein betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Eupatorium yellow vein mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	French bean leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Hedyotis yellow mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Honeysuckle yellow vein betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Honeysuckle yellow vein mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Malvastrum leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Malvastrum leaf curl Guangdong betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Mirabilis leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Momordica yellow mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Mungbean yellow mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Okra leaf curl Oman betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Papaya leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Papaya leaf curl China betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Papaya leaf curl India betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Rhynchosia yellow mosaic betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Rose leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Siegesbeckia yellow vein betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tobacco curly shoot betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tobacco leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tobacco leaf curl Japan betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tobacco leaf curl Patna betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Bangalore betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Bangladesh betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl China betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Gandhinagar betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Java betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Joydebpur betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Laguna betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Laos betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Malaysia betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Nepal betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Patna betasatellite	ssDNA	II
			Tolecusatellitidae	Betasatellite	Tomato leaf curl Philippine betasatellite	ssDNA	II
